campus,bldgno,bldgname,tstamp,Year,Month,Day,Hour,KW,KWS,CHWTON,HTmmBTU,Combined mmBTU,Combined Tons Carbon,KW#Houses,KWlightbulbs,KWgalsgas,CHWTON#Houses,CHWTONlightbulbs,CHWTONgalsgas,HTmmBTU#Houses,HTmmBTUlightbulbs,HTmmBTUgalsgas,Total#Houses,Totallightbulbs,Totalgalsgas,GHG,DOW,tstamp2,total
All Campuses,, , ,2018,12,1, ,561070.13,54607.18,103469.13,240.1,3396.18,620.75,160306,40076454,15316,103967,25985237,9933,20105,5024957,1921,284378,71086648,881636,275.008,7,2018-12-01T00:00:00.000,3396.18
All Campuses,, , ,2018,12,2, ,534346.61,40597.42,91204.74,256.37,3174.09,580.16,152670,38167630,14586,91644,22905159,8756,21467,5365343,2051,265781,66438132,780957,268.097,1,2018-12-02T00:00:00.000,3174.09
All Campuses,, , ,2018,12,3, ,576501.65,56135.66,85444.25,282.65,3275.09,598.63,164715,41178706,15737,85856,21458469,8203,23668,5915456,2261,274238,68552631,738923,282.549,2,2018-12-03T00:00:00.000,3275.09
All Campuses,, , ,2018,12,4, ,589297.58,37615.27,85885,284.13,3325.52,607.85,168371,42092701,16086,86299,21569160,8245,23792,5946397,2273,278461,69608258,743677,299.562,3,2018-12-04T00:00:00.000,3325.52
All Campuses,, , ,2018,12,5, ,596936.32,51924.37,107393.72,260.2,3585.75,655.4,170553,42638326,16295,107911,26970859,10310,21788,5445515,2082,300252,75054699,916477,295.945,4,2018-12-05T00:00:00.000,3585.75
All Campuses,, , ,2018,12,6, ,590261.69,7338.11,96074.53,250.9,3417.85,624.72,168646,42161566,16112,96537,24128158,9223,21009,5250895,2007,286192,71540620,825283,316.531,5,2018-12-06T00:00:00.000,3417.85
All Campuses,, , ,2018,12,7, ,570267.42,43792.05,115898.43,233.3,3569.92,652.51,162934,40733403,15567,116456,29106733,11126,19535,4882642,1866,298926,74722778,981952,285.875,6,2018-12-07T00:00:00.000,3569.92
All Campuses,, , ,2018,12,8, ,511413.32,47403.71,98190.41,234.59,3157.89,577.2,146118,36529538,13960,98663,24659539,9426,19644,4909645,1877,264425,66098722,834639,251.963,7,2018-12-08T00:00:00.000,3157.89
All Campuses,, , ,2018,12,9, ,488237.86,61533.34,92239.54,236.25,3009.07,550,139497,34874147,13327,92684,23165038,8855,19783,4944427,1890,251963,62983611,784807,231.695,1,2018-12-09T00:00:00.000,3009.07
All Campuses,, , ,2018,12,10, ,530102.26,38382.97,107532.14,247.34,3346.51,611.67,151458,37864462,14470,108050,27005622,10323,20711,5176520,1979,280219,70046604,911167,267.007,2,2018-12-10T00:00:00.000,3346.51
All Campuses,, , ,2018,12,11, ,532266.29,26692.49,108364.78,234.68,3351.23,612.53,152076,38019036,14529,108887,27214731,10403,19651,4911465,1877,280613,70145232,918035,274.529,3,2018-12-11T00:00:00.000,3351.23
All Campuses,, , ,2018,12,12, ,527442.52,52273.25,91886.61,240.93,3143.27,574.53,150698,37674481,14398,92329,23076403,8821,20174,5042202,1927,263201,65793085,785748,258.013,4,2018-12-12T00:00:00.000,3143.27
All Campuses,, , ,2018,12,13, ,524516.78,61698.99,86070.04,272.14,3094.71,565.65,149862,37465499,14318,86484,21615631,8263,22788,5695488,2177,259134,64776618,738938,251.315,5,2018-12-13T00:00:00.000,3094.71
All Campuses,, , ,2018,12,14, ,524601.57,34362.66,79894.11,283.6,3032.34,554.26,149886,37471556,14320,80279,20064607,7670,23747,5935219,2269,253912,63471382,689539,266.226,6,2018-12-14T00:00:00.000,3032.34
All Campuses,, , ,2018,12,15, ,488927.89,29027.46,88955.97,254.2,2989.96,546.5,139694,34923435,13346,89384,22340404,8540,21285,5319897,2034,250363,62583736,758607,249.726,7,2018-12-15T00:00:00.000,2989.96
All Campuses,, , ,2018,12,16, ,465074.61,27920.75,83787.98,248.34,2840.7,519.22,132878,33219628,12695,84191,21042514,8044,20795,5197433,1987,237865,59459575,714972,237.379,1,2018-12-16T00:00:00.000,2840.7
All Campuses,, , ,2018,12,17, ,512277.36,44078.91,96434.13,244.18,3149.36,575.64,146365,36591254,13984,96898,24218467,9258,20447,5110361,1953,263710,65920082,820672,254.237,2,2018-12-17T00:00:00.000,3149.36
All Campuses,, , ,2018,12,18, ,526272.76,57739.42,95551.09,237.77,3180.1,581.26,150364,37590926,14366,96011,23996701,9173,19910,4976155,1902,266284,66563783,814951,254.401,3,2018-12-18T00:00:00.000,3180.1
All Campuses,, , ,2018,12,19, ,524663.05,57397.56,91431.9,246.45,3133.86,572.81,149904,37475947,14322,91872,22962207,8777,20637,5157875,1972,262413,65596029,781844,253.715,4,2018-12-19T00:00:00.000,3133.86
All Campuses,, , ,2018,12,20, ,531363.03,58185.74,99515.97,242.29,3249.57,593.95,151818,37954517,14505,99995,24992441,9554,20288,5070755,1938,272101,68017714,847159,256.951,5,2018-12-20T00:00:00.000,3249.57
All Campuses,, , ,2018,12,21, ,527264.52,25030.31,94656.85,242.83,3177.82,580.84,150647,37661766,14393,95113,23772122,9087,20334,5082099,1943,266093,66515987,807893,272.728,6,2018-12-21T00:00:00.000,3177.82
All Campuses,, , ,2018,12,22, ,508970.04,49900.53,97861.02,236,3147.01,575.21,145420,36355017,13893,98332,24576817,9395,19761,4939117,1888,263514,65870952,831769,249.277,7,2018-12-22T00:00:00.000,3147.01
All Campuses,, , ,2018,12,23, ,484897.96,56974.75,95072.52,236.18,3031.59,554.11,138542,34635583,13236,95530,23876512,9127,19776,4942826,1889,253849,63454921,807150,232.358,1,2018-12-23T00:00:00.000,3031.59
All Campuses,, , ,2018,12,24, ,488045.74,57104.64,96142.5,235.98,3054.97,558.38,139442,34860424,13322,96605,24145228,9230,19760,4938722,1888,255807,63944374,816012,234.019,2,2018-12-24T00:00:00.000,3054.97
All Campuses,, , ,2018,12,25, ,489674.74,38742.56,82181.68,235.89,2892.91,528.77,139907,34976781,13367,82577,20639106,7889,19752,4936788,1887,242237,60552676,704482,244.852,3,2018-12-25T00:00:00.000,2892.91
All Campuses,, , ,2018,12,26, ,518106.23,48046.51,76668.59,243.04,2930.92,535.72,148030,37007603,14143,77038,19254551,7360,20351,5086457,1944,245419,61348611,663108,255.246,4,2018-12-26T00:00:00.000,2930.92
All Campuses,, , ,2018,12,27, ,521177.46,53186.92,70584.7,271.37,2896.72,529.47,148908,37226976,14227,70925,17726641,6776,22723,5679335,2171,242555,60632952,614735,254.128,5,2018-12-27T00:00:00.000,2896.72
All Campuses,, , ,2018,12,28, ,525115.04,56742.61,63469.32,303.66,2857.06,522.22,150033,37508232,14334,63775,15939684,6093,25427,6355140,2429,239235,59803057,558193,254.327,6,2018-12-28T00:00:00.000,2857.06
All Campuses,, , ,2018,12,29, ,502823.71,57256.49,61322.49,307.41,2758.98,504.3,143664,35915994,13726,61618,15400530,5887,25741,6433545,2459,231022,57750070,538879,241.943,7,2018-12-29T00:00:00.000,2758.98
All Campuses,, , ,2018,12,30, ,486258.42,55403.38,58201.64,305.41,2663.01,486.75,138931,34732758,13273,58482,14616759,5587,25573,6391642,2443,222986,55741159,512321,233.956,1,2018-12-30T00:00:00.000,2663.01
All Campuses,, , ,2018,12,31, ,541897.58,8557.13,56006.88,331.68,2852.8,521.45,154828,38706986,14792,56277,14065567,5377,27773,6941579,2653,238878,59714131,500107,289.597,2,2018-12-31T00:00:00.000,2852.8
