campus,bldgno,bldgname,tstamp,Year,Month,Day,Hour,KW,KWS,CHWTON,HTmmBTU,Combined Tons Carbon,KW#Houses,KWlightbulbs,KWgalsgas,CHWTON#Houses,CHWTONlightbulbs,CHWTONgalsgas,HTmmBTU#Houses,HTmmBTUlightbulbs,HTmmBTUgalsgas,Total#Houses,Totallightbulbs,Totalgalsgas,GHG,DOW,tstamp2,total
All Campuses,, , ,2020,9,11, ,546334.43,67790.35,206431.95,133.32,817.85,156096,39023903,14913,207426,51843320,19817,11163,2790120,1067,374685,93657343,1703910,259.843,6,2020-09-11T00:00:00.000,133.32
All Campuses,, , ,2020,9,12, ,525349.32,98785.09,202503.23,130.24,795.58,150100,37524967,14340,203478,50856662,19440,10905,2725653,1042,364483,91107282,1670466,231.617,7,2020-09-12T00:00:00.000,130.24
All Campuses,, , ,2020,9,13, ,549767.53,93201.53,216636.53,127.72,841.34,157076,39269125,15007,217680,54406097,20797,10694,2672877,1022,385450,96348099,1785876,247.909,1,2020-09-13T00:00:00.000,127.72
All Campuses,, , ,2020,9,14, ,626560.04,111569.48,253207.62,126.1,969.15,179017,44754306,17103,254427,63590563,24308,10559,2639143,1009,444003,110984012,2085815,-9.80E+33,2,2020-09-14T00:00:00.000,126.1
All Campuses,, , ,2020,9,15, ,651062.87,105013.6,259951.13,125.06,999.03,186018,46504509,17772,261203,65284127,24955,10471,2617202,1000,457692,114405838,2142115,-9.07E+33,3,2020-09-15T00:00:00.000,125.06
All Campuses,, , ,2020,9,16, ,617594.42,107217.4,253665.1,133.64,965.94,176456,44113905,16858,254887,63705454,24352,11191,2796957,1069,442533,110616316,2088615,277.133,4,2020-09-16T00:00:00.000,133.64
All Campuses,, , ,2020,9,17, ,617692.26,105395.09,257254.48,133.83,973.9,176484,44120893,16861,258493,64606890,24696,11207,2800947,1071,446183,111528730,2117339,278.175,5,2020-09-17T00:00:00.000,133.83
All Campuses,, , ,2020,9,18, ,596359.51,101919.64,259731.92,129.45,965.23,170388,42597125,16279,260983,65229073,24934,10839,2709098,1036,442210,110535297,2135110,268.477,6,2020-09-18T00:00:00.000,129.45
All Campuses,, , ,2020,9,19, ,558996.12,104513.95,243108.81,120.51,903.83,159713,39928310,15259,244279,61054346,23338,10091,2522070,964,414083,103504727,1998538,246.791,7,2020-09-19T00:00:00.000,120.51
All Campuses,, , ,2020,9,20, ,568991.69,102257.8,242292.95,121.3,908.42,162569,40642280,15532,243460,60849451,23260,10157,2538514,970,416185,104030244,1992971,253.444,1,2020-09-20T00:00:00.000,121.3
All Campuses,, , ,2020,9,21, ,615057.74,91986.51,266118.05,121.67,989.47,175731,43932713,16789,267399,66832887,25547,10188,2546376,973,453318,113311976,2187994,284.025,2,2020-09-21T00:00:00.000,121.67
All Campuses,, , ,2020,9,22, ,628374.11,72112.75,272770.66,123.56,1012.72,179535,44883883,17153,274084,68503623,26186,10346,2585942,988,463966,115973448,2242493,302.042,3,2020-09-22T00:00:00.000,123.56
All Campuses,, , ,2020,9,23, ,620834.69,108820.74,257569.37,125.32,975,177381,44345353,16947,258810,64685973,24727,10493,2622711,1003,446684,111654036,2120159,278.041,4,2020-09-23T00:00:00.000,125.32
All Campuses,, , ,2020,9,24, ,611430.52,107024.58,252922.2,120.66,958.09,174694,43673626,16690,254140,63518880,24281,10103,2525184,965,438938,109717690,2082079,273.894,5,2020-09-24T00:00:00.000,120.66
All Campuses,, , ,2020,9,25, ,604086.81,107277.77,256513.49,121.72,961.58,172596,43149075,16490,257749,64420799,24625,10192,2547301,974,440537,110117176,2110104,269.767,6,2020-09-25T00:00:00.000,121.72
All Campuses,, , ,2020,9,26, ,545305.83,107940.65,236111.08,122.27,880.27,155802,38950432,14885,237248,59296938,22667,10239,2558995,978,403288,100806365,1941243,241.921,7,2020-09-26T00:00:00.000,122.27
All Campuses,, , ,2020,9,27, ,522606.77,110782.12,226171.11,125.84,844.97,149316,37329070,14266,227260,56800612,21712,10537,2633614,1007,387113,96763295,1859544,237.318,1,2020-09-27T00:00:00.000,125.84
All Campuses,, , ,2020,9,28, ,595605.71,105217.02,240409.51,131.08,922.68,170173,42543282,16258,241567,60376444,23079,10976,2743194,1049,422716,105662920,1980460,266.274,2,2020-09-28T00:00:00.000,131.08
All Campuses,, , ,2020,9,29, ,566228.12,94642.43,221777.29,123.17,862.05,161779,40444882,15456,222845,55697148,21291,10314,2577803,985,394938,98719833,1828581,256.083,3,2020-09-29T00:00:00.000,123.17
All Campuses,, , ,2020,9,30, ,615557.77,108240.98,234348,136.56,922.84,175874,43968429,16803,235476,58854158,22497,11435,2857950,1092,422785,105680537,1933884,275.471,4,2020-09-30T00:00:00.000,136.56
All Campuses,, , ,2020,10,1, ,631884.95,108970.95,236652.22,140.9,938.87,180539,45134658,17249,237792,59432838,22719,11798,2948830,1127,430129,107516326,1953885,283.941,5,2020-10-01T00:00:00.000,140.9
All Campuses,, , ,2020,10,2, ,624872.33,107496.61,236092.23,150.49,935.02,178535,44633756,17057,237229,59292203,22665,12601,3149418,1204,428365,107075377,1948733,280.934,6,2020-10-02T00:00:00.000,150.49
All Campuses,, , ,2020,10,3, ,580914.02,101474.64,205303.62,144.73,839.02,165975,41493875,15857,206292,51559950,19709,12119,3028907,1158,384386,96082732,1698204,260.323,7,2020-10-03T00:00:00.000,144.73
All Campuses,, , ,2020,10,4, ,551981.95,98631.52,199402.53,149.63,808.93,157709,39427298,15067,200363,50077951,19143,12529,3131479,1197,370601,92636728,1648219,246.157,1,2020-10-04T00:00:00.000,149.63
All Campuses,, , ,2020,10,5, ,593217.66,95147.85,222400.96,152.18,885.56,169491,42372707,16193,223472,55853777,21350,12743,3184889,1217,405705,101411373,1836165,270.438,2,2020-10-05T00:00:00.000,152.18
All Campuses,, , ,2020,10,6, ,615243.23,103678.91,221362.84,150.24,896.66,175784,43945963,16794,222429,55593063,21251,12580,3144178,1202,410792,102683204,1829974,277.779,3,2020-10-06T00:00:00.000,150.24
All Campuses,, , ,2020,10,7, ,605990.56,93740.54,218883.61,152.97,885.95,173140,43285057,16542,219938,54970430,21013,12809,3201462,1224,405887,101456950,1809252,278.152,4,2020-10-07T00:00:00.000,152.97
All Campuses,, , ,2020,10,8, ,605244.63,100183.26,218094.62,148.42,882.93,172927,43231777,16521,219145,54772283,20937,12428,3106279,1187,404500,101110339,1802868,274.247,5,2020-10-08T00:00:00.000,148.42
All Campuses,, , ,2020,10,9, ,582003.93,105133.94,205662.89,142.03,840,166287,41571726,15887,206653,51650179,19744,11893,2972488,1136,384833,96194393,1701183,-2.84E+33,6,2020-10-09T00:00:00.000,142.03
All Campuses,, , ,2020,10,10, ,529096.3,96104.16,177830.32,138.61,745.34,151170,37792608,14443,178687,44660305,17072,11606,2900808,1109,341463,85353721,1473444,235.127,7,2020-10-10T00:00:00.000,138.61
All Campuses,, , ,2020,10,11, ,530643.29,100041.31,170566.19,141.04,730.82,151612,37903108,14485,171387,42835993,16374,11810,2951843,1128,334810,83690944,1415480,233.819,1,2020-10-11T00:00:00.000,141.04
All Campuses,, , ,2020,10,12, ,534720.79,96340.39,188868.73,139.85,773.28,152777,38194357,14596,189778,47432493,18131,11711,2926912,1119,354266,88553763,1562291,238.042,2,2020-10-12T00:00:00.000,139.85
All Campuses,, , ,2020,10,13, ,525855.41,96571.39,193382.86,144.36,778.47,150244,37561116,14354,194314,48566171,18565,12088,3021184,1155,356646,89148471,1597553,233.173,3,2020-10-13T00:00:00.000,144.36
All Campuses,, , ,2020,10,14, ,533848.97,91109.69,197167.3,150.22,792.83,152528,38132084,14572,198117,49516596,18928,12578,3143781,1202,363223,90792461,1628596,240.453,4,2020-10-14T00:00:00.000,150.22
All Campuses,, , ,2020,10,15, ,573892.54,97536.76,201253.99,149.23,826.59,163969,40992341,15666,202223,50542927,19320,12496,3123109,1194,378688,94658376,1665134,258.676,5,2020-10-15T00:00:00.000,149.23
All Campuses,, , ,2020,10,16, ,588814.92,96957.13,213038.12,154.27,862.66,168233,42058225,16073,214064,53502394,20452,12917,3228519,1234,395214,98789138,1760840,267.113,6,2020-10-16T00:00:00.000,154.27
All Campuses,, , ,2020,10,17, ,531702.12,89797.95,190404.09,148.27,776.3,151915,37978738,14514,191321,47818082,18279,12415,3103078,1186,355651,88899898,1574285,240.005,7,2020-10-17T00:00:00.000,148.27
All Campuses,, , ,2020,10,18, ,533497.67,95861.67,177752.2,159.77,751.78,152428,38106992,14563,178608,44640687,17064,13379,3343821,1278,344415,86091500,1473243,237.706,1,2020-10-18T00:00:00.000,159.77
All Campuses,, , ,2020,10,19, ,574653.18,92107.32,194956.43,155.7,814.43,164187,41046672,15686,195895,48961357,18716,13038,3258605,1246,373119,93266634,1614827,262.074,2,2020-10-19T00:00:00.000,155.7
All Campuses,, , ,2020,10,20, ,580435.22,93529.36,194815.36,153.47,817.32,165839,41459675,15844,195753,48925930,18702,12851,3211981,1228,374443,93597586,1614254,264.384,3,2020-10-20T00:00:00.000,153.47
All Campuses,, , ,2020,10,21, ,576296.79,89478.06,196394.11,157.23,818.89,164656,41164073,15731,197340,49322418,18854,13166,3290593,1258,375162,93777084,1626487,264.343,4,2020-10-21T00:00:00.000,157.23
All Campuses,, , ,2020,10,22, ,571587.58,92719.75,194936.39,146.73,810.84,163311,40827701,15603,195875,48956324,18714,12287,3070893,1174,371472,92854918,1614372,260.003,5,2020-10-22T00:00:00.000,146.73
All Campuses,, , ,2020,10,23, ,566245.88,91172.73,200806.51,137.54,818.7,161785,40446151,15457,201773,50430547,19277,11517,2878594,1100,375075,93755292,1660819,257.955,6,2020-10-23T00:00:00.000,137.54
All Campuses,, , ,2020,10,24, ,512926.15,45474.27,171517.92,137.96,721.29,146550,36637597,14001,172344,43075009,16466,11552,2887213,1104,330446,82599820,1421392,253.825,7,2020-10-24T00:00:00.000,137.96
All Campuses,, , ,2020,10,25, ,505538.49,71040.92,166498.81,143.78,706.74,144440,36109907,13800,167301,41814511,15984,12039,3009118,1150,323780,80933536,1380531,235.939,1,2020-10-25T00:00:00.000,143.78
All Campuses,, , ,2020,10,26, ,492210.33,81478.35,121185.63,205.19,610.28,140632,35157895,13436,121769,30434560,11634,17182,4294360,1642,279582,69886814,1016753,223.034,2,2020-10-26T00:00:00.000,205.19
All Campuses,, , ,2020,10,27, ,481222.88,97115,98872.08,220.38,557.26,137492,34373077,13136,99348,24830735,9492,18454,4612239,1763,255294,63816050,837192,208.57,3,2020-10-27T00:00:00.000,220.38
All Campuses,, , ,2020,10,28, ,470527.78,92275.03,101508.98,208.58,554.22,134437,33609141,12844,101998,25492965,9745,17466,4365327,1669,253900,63467433,857259,205.384,4,2020-10-28T00:00:00.000,208.58
All Campuses,, , ,2020,10,29, ,497659.37,85512.63,131062.4,190.41,632.63,142188,35547112,13585,131693,32915011,12582,15944,3984964,1523,289826,72447087,1096289,223.799,5,2020-10-29T00:00:00.000,190.41
All Campuses,, , ,2020,10,30, ,499793.31,73620.95,155920.42,171.18,684.96,142798,35699536,13643,156671,39157854,14968,14334,3582501,1369,313803,78439891,1295355,231.412,6,2020-10-30T00:00:00.000,171.18
All Campuses,, , ,2020,10,31, ,470992.26,51325.44,142706.99,167.61,637.37,134569,33642318,12857,143394,35839435,13700,14035,3507760,1341,291998,72989513,1186883,227.875,7,2020-10-31T00:00:00.000,167.61
All Campuses,, , ,2020,11,1, ,521393.59,64698.02,167965.68,153.01,721.53,148970,37242414,14232,168774,42182901,16125,12812,3202190,1224,330556,82627505,1393789,247.989,1,2020-11-01T00:00:00.000,153.01
All Campuses,, , ,2020,11,2, ,464341.35,51277.86,178174.51,155.25,708.74,132669,33167252,12675,179032,44746747,17105,13000,3249173,1242,324701,81163172,1469982,224.301,2,2020-11-02T00:00:00.000,155.25
All Campuses,, , ,2020,11,3, ,504383.95,62404.99,177293.1,159.15,732.5,144110,36027440,13768,178147,44525389,17020,13326,3330665,1273,335582,83883493,1466776,239.977,3,2020-11-03T00:00:00.000,159.15
All Campuses,, , ,2020,11,4, ,511744.5,76746.56,172846.98,152.46,726.12,146213,36553193,13969,173679,43408792,16593,12766,3190814,1220,332658,83152799,1431913,236.193,4,2020-11-04T00:00:00.000,152.46
All Campuses,, , ,2020,11,5, ,501391.16,75657.19,182104.14,158.25,741.02,143255,35813669,13686,182981,45733633,17482,13251,3311844,1266,339486,84859146,1504976,231.175,5,2020-11-05T00:00:00.000,158.25
All Campuses,, , ,2020,11,6, ,613258.48,21018.98,180096.77,156.18,806.01,175217,43804195,16740,180964,45229502,17289,13078,3268572,1249,369258,92302268,1499657,321.591,6,2020-11-06T00:00:00.000,156.18
All Campuses,, , ,2020,11,7, ,541424.52,61553.49,144604.83,164.09,684.82,154693,38673196,14779,145301,36316057,13882,13740,3434112,1313,313734,78423364,1208827,260.574,7,2020-11-07T00:00:00.000,164.09
All Campuses,, , ,2020,11,8, ,516682.82,49517.45,96897.79,185.84,568.74,147624,36905931,14104,97364,24334912,9302,15561,3889364,1487,260549,65130206,824799,253.669,1,2020-11-08T00:00:00.000,185.84
All Campuses,, , ,2020,11,9, ,522289.47,65625.14,89783.99,209.02,560.87,149226,37306406,14257,90216,22548352,8619,17502,4374442,1672,256944,64229200,768429,247.971,2,2020-11-09T00:00:00.000,209.02
All Campuses,, , ,2020,11,10, ,536030.52,80493.7,88302.3,224.57,569.04,153152,38287910,14632,88727,22176238,8477,18805,4699949,1797,260684,65164097,757896,247.365,3,2020-11-10T00:00:00.000,224.57
All Campuses,, , ,2020,11,11, ,485976.38,75694.85,87738.88,219.57,535.67,138850,34712612,13266,88161,22034743,8423,18386,4595281,1757,245397,61342636,748583,222.777,4,2020-11-11T00:00:00.000,219.57
All Campuses,, , ,2020,11,12, ,422862.59,65000.73,97846.96,221.21,518.76,120818,30204483,11543,98318,24573286,9393,18523,4629550,1770,237659,59407319,823389,194.313,5,2020-11-12T00:00:00.000,221.21
All Campuses,, , ,2020,11,13, ,451715.05,73068.23,105768.13,217.18,553.4,129061,32265374,12330,106277,26562608,10154,18185,4545231,1737,253524,63373213,889527,205.62,6,2020-11-13T00:00:00.000,217.18
All Campuses,, , ,2020,11,14, ,419983.41,74031.64,99918.31,211.96,519.82,119995,29998827,11464,100399,25093485,9592,17748,4435953,1696,238143,59528265,839682,187.879,7,2020-11-14T00:00:00.000,211.96
All Campuses,, , ,2020,11,15, ,438392.1,72343.29,109035.04,207.21,550.43,125255,31313734,11967,109560,27383059,10467,17350,4336484,1658,252165,63033277,914383,198.756,1,2020-11-15T00:00:00.000,207.21
All Campuses,, , ,2020,11,16, ,482747.84,62581.18,141120.78,201.82,647.47,137928,34482002,13178,141800,35441073,13548,16899,4223812,1615,296628,74146887,1175325,228.148,2,2020-11-16T00:00:00.000,201.82
All Campuses,, , ,2020,11,17, ,504008.18,62868.75,153220.36,185.72,684.33,144002,36000599,13758,153958,38479760,14709,15551,3886828,1486,313512,78367187,1274161,239.562,3,2020-11-17T00:00:00.000,185.72
All Campuses,, , ,2020,11,18, ,501441.2,60168.29,148028.37,177.97,669.93,143269,35817243,13688,148741,37175844,14211,14903,3724729,1424,306913,76717816,1232378,239.607,4,2020-11-18T00:00:00.000,177.97
All Campuses,, , ,2020,11,19, ,506544.39,63363.03,142963.09,172.19,660.94,144727,36181756,13827,143651,35903750,13724,14418,3603592,1377,302796,75689098,1192345,240.644,5,2020-11-19T00:00:00.000,172.19
All Campuses,, , ,2020,11,20, ,479940.42,60341.09,144760.53,168.24,647.57,137126,34281472,13101,145458,36355159,13897,14087,3520889,1346,296670,74157520,1204170,227.844,6,2020-11-20T00:00:00.000,168.24
All Campuses,, , ,2020,11,21, ,464359.35,56052.13,134178.1,155.1,612.24,132674,33168538,12676,134824,33697487,12881,12988,3246073,1241,280486,70112098,1118014,221.703,7,2020-11-21T00:00:00.000,155.1
All Campuses,, , ,2020,11,22, ,464631.99,54639.58,129268.48,156.99,601.99,132752,33188012,12683,129891,32464485,12410,13146,3285555,1256,275788,68938053,1078764,222.618,1,2020-11-22T00:00:00.000,156.99
All Campuses,, , ,2020,11,23, ,489689.29,50670.39,127970.24,176.8,618.39,139911,34977820,13367,128586,32138447,12285,14805,3700219,1414,283302,70816486,1070785,238.394,2,2020-11-23T00:00:00.000,176.8
All Campuses,, , ,2020,11,24, ,463448.13,67828.39,110852.06,215.31,571.52,132414,33103451,12651,111386,27839387,10642,18029,4506055,1722,261828,65448894,931325,214.82,3,2020-11-24T00:00:00.000,215.31
All Campuses,, , ,2020,11,25, ,437467,66458.48,94650.89,227.09,521.94,124991,31247655,11942,95107,23770624,9086,19016,4752686,1817,239113,59770965,799223,201.472,4,2020-11-25T00:00:00.000,227.09
All Campuses,, , ,2020,11,26, ,418970.69,64987.07,86016.18,225.69,491.21,119706,29926490,11437,86430,21602103,8258,18898,4723283,1805,225034,56251875,728370,192.205,5,2020-11-26T00:00:00.000,225.69
All Campuses,, , ,2020,11,27, ,410848.2,64916.47,77197.59,231.62,467.89,117385,29346312,11215,77569,19387404,7411,19395,4847493,1853,214349,53581209,657042,187.844,6,2020-11-27T00:00:00.000,231.62
All Campuses,, , ,2020,11,28, ,406643.86,65976.65,84586.58,225.92,480.43,116184,29046002,11100,84994,21243074,8120,18918,4728194,1807,220095,55017270,715750,184.988,7,2020-11-28T00:00:00.000,225.92
All Campuses,, , ,2020,11,29, ,422063.36,64155.21,90837.24,231.72,504.81,120590,30147395,11521,91275,22812865,8720,19403,4849533,1854,231267,57809792,767236,194.342,1,2020-11-29T00:00:00.000,231.72
All Campuses,, , ,2020,11,30, ,451145.33,58305.79,104215.44,235.5,552.98,128899,32224679,12315,104717,26172667,10005,19719,4928544,1884,253335,63325890,877053,213.296,2,2020-11-30T00:00:00.000,235.5
All Campuses,, , ,2020,12,1, ,449664.22,63609.63,91687.51,245.19,526.36,128475,32118886,12274,92129,23026402,8802,20531,5131435,1962,241135,60276722,776689,209.622,3,2020-12-01T00:00:00.000,245.19
All Campuses,, , ,2020,12,2, ,442917.3,66262.48,91293.1,262.69,524.48,126548,31636963,12090,91733,22927350,8764,21996,5497711,2102,240277,60062024,772887,204.516,4,2020-12-02T00:00:00.000,262.69
All Campuses,, , ,2020,12,3, ,443407.58,66627.26,87514.27,269.12,517.68,126688,31671982,12104,87936,21978333,8401,22535,5632234,2153,237158,59282550,742704,204.591,5,2020-12-03T00:00:00.000,269.12
All Campuses,, , ,2020,12,4, ,442832.21,65629.65,82459.76,283.08,508.78,126523,31630885,12088,82857,20708943,7916,23703,5924365,2265,233084,58264193,702215,204.827,6,2020-12-04T00:00:00.000,283.08
All Campuses,, , ,2020,12,5, ,424514.17,64277.22,82810.8,270.74,495.87,121290,30322453,11588,83210,20797103,7950,22670,5666168,2166,227170,56785725,703263,195.601,7,2020-12-05T00:00:00.000,270.74
All Campuses,, , ,2020,12,6, ,400060.15,64117.43,83342.78,261.87,480.16,114303,28575736,10920,83744,20930707,8001,21928,5480509,2095,219975,54986952,705171,182.416,1,2020-12-06T00:00:00.000,261.87
All Campuses,, , ,2020,12,7, ,435341.54,55095.66,100229.14,259.8,538.82,124383,31095837,11884,100712,25171547,9622,21754,5437095,2078,246849,61704479,843648,206.472,2,2020-12-07T00:00:00.000,259.8
All Campuses,, , ,2020,12,8, ,458445.38,52768.49,115069.38,241.67,582.47,130984,32746111,12514,115623,28898523,11047,20236,5057680,1933,266844,66702314,964586,220.291,3,2020-12-08T00:00:00.000,241.67
All Campuses,, , ,2020,12,9, ,439546.87,56012.96,112546.39,223.3,561.79,125585,31396217,11998,113088,28264900,10804,18698,4673214,1786,257371,64334332,942586,208.253,4,2020-12-09T00:00:00.000,223.3
All Campuses,, , ,2020,12,10, ,433853.8,17625.17,73812.28,227.11,473.99,123958,30989569,11843,74168,18537216,7086,19017,4753145,1817,217143,54279931,632168,226.003,5,2020-12-10T00:00:00.000,227.11
All Campuses,, , ,2020,12,11, ,422672.59,53518.6,71554.47,228.37,462.3,120764,30190912,11538,71899,17970189,6869,19123,4779480,1827,211785,52940581,613032,200.448,6,2020-12-11T00:00:00.000,228.37
All Campuses,, , ,2020,12,12, ,400686.69,62786.23,66467.76,227.3,437.23,114482,28620490,10938,66788,16692713,6381,19032,4756919,1818,200302,50070122,570228,183.476,7,2020-12-12T00:00:00.000,227.3
All Campuses,, , ,2020,12,13, ,386748.6,68299.82,56993.01,283.41,418.01,110500,27624911,10557,57267,14313224,5471,23731,5931239,2267,191498,47869374,493097,172.91,1,2020-12-13T00:00:00.000,283.41
All Campuses,, , ,2020,12,14, ,424512.7,58066.88,60810.69,280.65,449.44,121289,30322348,11588,61103,15271996,5838,23500,5873584,2245,205893,51467928,527264,198.98,2,2020-12-14T00:00:00.000,280.65
All Campuses,, , ,2020,12,15, ,434104.73,68714.7,59334.55,280.9,452.23,124030,31007493,11850,59620,14901280,5696,23521,5878729,2247,207171,51787502,516376,198.423,3,2020-12-15T00:00:00.000,280.9
All Campuses,, , ,2020,12,16, ,416159.84,68349.47,58924.39,290.04,441.81,118903,29725714,11360,59208,14798271,5657,24286,6070087,2320,202397,50594072,511373,188.875,4,2020-12-16T00:00:00.000,290.04
All Campuses,, , ,2020,12,17, ,422316.23,34066.17,58362.79,281.73,442.89,120662,30165457,11528,58644,14657230,5603,23590,5896083,2254,202896,50718770,507470,210.813,5,2020-12-17T00:00:00.000,281.73
All Campuses,, , ,2020,12,18, ,410945.38,66331.73,59961.5,274.83,438.05,117413,29353253,11218,60250,15058732,5756,23013,5751830,2199,200676,50163815,519167,187.129,6,2020-12-18T00:00:00.000,274.83
All Campuses,, , ,2020,12,19, ,435398.5038,68026.59,60256.2,257.93,5.41E+02,2.48E+32,6.19E+34,2.37E+31,60546,15132742,5785,21598,5398157,2063,2.48E+32,6.19E+34,8.32E+31,4.71E+29,7,2020-12-19T00:00:00.000,257.93
All Campuses,, , ,2020,12,20, ,395891.59,67929.75,62923.09,260.25,432.49,113112,28277982,10807,63226,15802504,6041,21792,5446517,2082,198129,49527004,541413,178.1,1,2020-12-20T00:00:00.000,260.25
All Campuses,, , ,2020,12,21, ,416053.3,66705.84,74229.5,257.46,469.35,118872,29718105,11357,74587,18641998,7126,21559,5388304,2060,215018,53748407,633800,189.703,2,2020-12-21T00:00:00.000,257.46
All Campuses,, , ,2020,12,22, ,422234.31,58734.33,70217.42,262.17,465.27,120638,30159606,11526,70556,17634403,6741,21953,5486807,2097,213147,53280815,602297,197.381,3,2020-12-22T00:00:00.000,262.17
All Campuses,, , ,2020,12,23, ,431097.57,64828.65,66818.36,278.77,466.37,123171,30792696,11768,67140,16780762,6415,23343,5834175,2230,213653,53407633,575957,198.882,4,2020-12-23T00:00:00.000,278.77
All Campuses,, , ,2020,12,24, ,400675.84,27273.51,56307.9,284.3,425.36,114479,28619714,10937,56579,14141165,5406,23806,5950002,2274,194864,48710882,488954,202.752,5,2020-12-24T00:00:00.000,284.3
All Campuses,, , ,2020,12,25, ,400097.33,62550.85,67567.59,260.61,445.36,114314,28578392,10921,67893,16968925,6486,21822,5454178,2085,204029,51001495,578973,183.277,6,2020-12-25T00:00:00.000,260.61
All Campuses,, , ,2020,12,26, ,383732.26,67808,66561.21,255.52,432.02,109638,27409458,10475,66882,16716182,6390,21396,5347718,2044,197916,49473358,569350,171.542,7,2020-12-26T00:00:00.000,255.52
All Campuses,, , ,2020,12,27, ,380813.57,62761.21,70235.16,242.56,435.89,108804,27200980,10395,70573,17638857,6743,20310,5076297,1940,199688,49916135,598461,172.699,1,2020-12-27T00:00:00.000,242.56
All Campuses,, , ,2020,12,28, ,410083.66,56293.78,73216.25,232.57,458.85,117167,29291701,11194,73569,18387529,7029,19474,4867248,1861,210209,52546478,625118,192.101,2,2020-12-28T00:00:00.000,232.57
All Campuses,, , ,2020,12,29, ,405131.8,52659.48,60198.99,260.71,432.36,115752,28937998,11059,60489,15118375,5779,21831,5456259,2086,198071,49512631,520508,191.4,3,2020-12-29T00:00:00.000,260.71
All Campuses,, , ,2020,12,30, ,419227.27,59798.91,61629.96,281.83,448.15,119779,29944817,11444,61927,15477749,5916,23599,5898234,2255,205305,51320800,533311,195.253,4,2020-12-30T00:00:00.000,281.83
All Campuses,, , ,2020,12,31, ,417987.84,31283.68,55819.26,295.88,437.2,119425,29856286,11410,56088,14018449,5359,24776,6192349,2367,200289,50067084,486708,209.98,5,2020-12-31T00:00:00.000,295.88
